sentence,difficulty
"If we are blocked in the elevator that has stopped suddenly, we will call help as soon as communication is established.",B2
"It comes from the Slavic root ""Robota"" which means work of force.",C2
He therefore rejected any change in voting mode which would introduce partisan and abstract mechanisms into these communities where the political affiliation of elected officials is very little taken into account.,C1
But oil shocks plunge France into the crisis,C1
This text invites states to take all possible measures in practice to ensure that members of their armed forces who have not reached the age of 18 do not participate directly in hostilities (art.,B1
"You are a biologist, an activist passionate about this pedagogy, you will explain to us why the subject fascinates you.",C1
Often she was dreamy and taciturn;Sometimes she spoke with impetuosity.,C2
The lady does not come.,A1
"After this crisis, which is renewed every night, I finally sleep, calmly, until dawn",B2
She tells their daily life through the children she also helped to do their homework,A2
We can also see the river that crosses the capital,B1
"Bruno Bonnell The old adage ""We don't stop progress"" has never been so alive.Other countries are equipped with robotics to achieve productivity rates above ours.",C1
"However, most of the time, youth is happy, neither as tragic nor as banal as the clichés draw.",B2
High black fir trees prohibited sunlight from entering the undergrowth where an obscure path bordered by threatening silhouettes ready to jump on us.,C2
He stopped sadly at the door of a cabaret.,B1
Yeah !,A1
"And holes sank into these alluviums of space, infundibuliform, red holes, by which filtra a deaf lantern light.",C2
The work allows man to free himself from binding aspects linked to human existence,C2
"I did not know that, much more sadly than the small differences in her husband, my lack of will, my delicate health, the uncertainty they were projected on my future, concerned my grandmother during these incessant wanderingsFrom the afternoon and evening, where we saw passing and ironing, obliquely lifted to the sky, his beautiful face with brown and crisscrossed cheeks, who became the almost mauve age like plowing in the fall, barred, if she went out, by a half -raised veil, and on which, brought there by the cold or some sad thought, was still drying an involuntary whining.",C2
"Energy taxes essentially include fuel taxes, CO2 tax on fuels and the supplement on electricity transport costs.",C1
I went there in a scooter yesterday.,A2
You were my best friend and you always had lots of good ideas to have fun,A2
"Yes, as an entry?",A1
He asked for the reason for this decision.,A2
"If it's nice, in the afternoon you can go to the Luxembourg garden.",A1
"However, in the 1890s, the hairdressers and the employees of the department stores demonstrated, with the support of the CGT, to obtain a half-day of weekly rest.",C2
"In the same way, the Government of the Republic of Congo (DRC) undertook, in May 2002, to demobilize thousands of children serving in its army.",B1
No one was interested in the deputy speeches,B1
Teach a child he can succeed.,A2
You will not pass !,A2
He had borrowed the cramped corridor which led to the dormitories of the girls.,C2
"What bowling hips, what rough curiosities were not the object and the victim!",B2
This period marks the arrival of Christmas and the end of year celebrations.,A1
Of course you're going to go.,A1
He found a boyfriend.,A1
"In France, the start of the holidays is underlined by summer sales",B1
"She found herself in the readings of her youth, in the middle of Walter Scott.",C1
"In this letter to Santa Claus, they meticulously list all the gifts they would like to have at the foot of the tree",B2
"He had naturally conceived the desire to repeat these prowess and, as soon as he was sixteen, he began to practice.",B2
"The second leg of our project, focused on ""protecting"", has been implemented since 2017, in particular with our education measures, such as the duplication of classes.",C1
"I was too exhausted, it was impossible for me to continue!",B1
He had a consolation.,C1
"In this area, the annual densities of land -known land campagnol at the level of the municipalities were allocated to meadow stains using a weighting by the relative areas for the stains riding several municipalities;At the end of this operation, each meadow spot was characterized by an annual density of land country.",C1
"If children write a letter to Santa Claus, will he answer?",B1
"He had read that I was an honest man, a regular, tireless worker, faithful to the house that used him, loved by all and compassionate to the miseries of others.",C2
"After his childhood in Vinci, Léonard is a student with the famous painter and sculptor Florentin Andrea del Verrocchio.",B2
I was complaining at the town hall but it was useless!,B1
The Didascalie offers completely new lighting of the work.,C2
Can we evoke serious subjects with an accent of the south of France?,B1
I would like the key please.,A1
"Lucie began a brave -branded air in major soil;She complained of love, she asked for wings.",C2
Science is one of them.,B1
"Affirming this, I already hear the ayatollahs from the rooster to wine, the sermons of the Bearnaise sauce, the followers of the sole Meunière stand up like a single man brandishing their Gault and Millau and their Michelin.",C1
"You can attend dance, hockey, and gym lessons.",A1
The population must be encouraged to refuse plastic straws.,B2
What are they doing ?,A1
"If you tell me where you spent the winter, I will give you a lot of money. """,A2
A motorist was arrested for burning a red light.,B1
"What type of accommodation are you looking for: an apartment, a house?",B1
The coronavirus epidemic forces us to experience the uncertain of our lives as a provisional degradation.,C2
You cry a lot.For what ?,A2
"I really recommend the metro brasserie which is my favorite restaurant, you will not regret it if you go there",B1
"The lady on the first floor, probably the same who spoke to me on the phone, told me that Mr. Lindon is waiting for me in her office.",B1
"By leaving each stage, my children drew the place or a person they had met there",C2
"He knew how to continue in the meadows the half -wild foals, how to approach them in secret, surprise them with a jump and maintain them by force, by fatigue.",B2
The horse galloped and jumped over the fence.,B2
"As an engineer and inventor, Léonard develops ideas very early on his time, prototypes of plane, helicopter, submarine and even automotive.",C1
"She filled the heart of these melodious lamentations which were dragged to the accompaniment of the double bass, like cries of shipwrecked in the tumult of a storm.",C1
"To fight against anglicisms, the General Commission for Terminology and Neology recommends French terms, which are sometimes little used.",C1
"Ah yes, exactly like me!",A2
"It is a small apartment, without much comfort, but near the city center.",B1
"This is the case in Nowra, west of Sidney, where our special Murielle Paradon envoy was able to meet a couple of sixties who found refuge in his car",B1
The final decision will be made at the next conference in Buenos Aires.,C1
We wanted to visit the museum and we had to pay the entrance.,B1
"She was constantly occupied me: I trained a thousand projects;I invented a thousand ways of conquest, with this fatuity without experience which believes itself to be successful because it has tried nothing.",C2
"In the evening, you have to go back by taking the same path as in the morning",A2
Presidential appointments need 51 votes to be approved by the Senate.,B2
I really like school,A1
"Respect, equality is what young people want.",A2
I will put the cup on the table.,A1
"Like their children, in short, to whom these young seniors look furiously.",C1
"The nasty woman will surely not go back. ""The demon quickly left, and he rushed into the hole, where, alas, he found the nasty woman.",B1
We have to help the little ones to get there.,A2
This actor played in several pieces that my brother had written.,C2
I jump and you will never have the plans!,A2
"And there, however, it could serve me.",A1
Unfortunately his conduct was rather noble and generous than tender.,B2
But what does Jules do?,A1
"Sometimes a trend prevails, sometimes the other;But never, among so many arguments, the essential question never happens.",C2
"My son has good notes in French, it's his favorite material",B1
"Dark observation, decidedly, which should challenge the public authorities, largely responsible for this state of affairs, regardless of the political color of successive governments.",C2
"Then I was fighting with Daffy, my plush duck, I was machoaming my bone that was running or I sang in Runisson with neighbor's radio",C1
I don't know if I have enough money to accompany you,A2
"In the English -speaking Caribbean, 25 % of men and 50 % of women are already obese.",C1
His red car is very fast.,A1
"This being darker than in white Europeans, it offers them natural protection against the sun because UVs, however very intense in this desert environment, less the deep layers of the epidermis (50 % or more for a skin toneclear, 15 % for black skin).",C1
Asylum is the terrible crucible where the identity of the vagabond is forged.,C1
"His dream, by chasing the history of history itself, is to lead to regular friction, without friction or cahot, which is embodied in the wheel and the circular, leitmotif and cliching trajectory of all universal exhibitions, from the Ferris Big wheel, I will be to the gyrotron via the Paris 1900 circular treadmill and the New York Rocket Ship 1939.",C2
Illusion of the ignoble that attracts so many beings!,C1
"He is not bathed, he did not resume himself",A1
"Many serious, important experiences attest that these bilingual children are much more favored for good learning of mathematics, and more generally for mental operations based on abstraction",C2
"We have a large house with a dog, a fish and two cats",A1
"Wars, political instability is essentially at the origin of famines and shortage situations which reign today in the world, specified Bertrand Hervieu.",C1
"One in two Saturdays, students from the journalism school are organizing discussions in the internet cafe in the center.",B1
Take on the qualities that we do not have.,B1
"If individualism is based on everyone's worship for oneself, individualization corresponds to a culture of choice, each affirming their autonomy, their ability to guide their action without being controlled or forced.",C1
"I can see the interest of this device, but I don't use it.",B1
"Yes, how many people are it?",A1
"The work tool is the phone, with which we do everything: advice, sales, commercial follow -up but above all sales.",B1
"Madam Baronne, which weighed about three hundred and fifty pounds, thereby attracted a great consideration, and made the honors of the house with a dignity which made it even more respectable.",C1
"The meal is served on a resplendent table, covered with candles and small santons",B2
"You could put your bedroom away, it would help you find them!",A2
"On March 7, 1815, the ladies were back, from the day before, of a charming little trip from Milan;They were walking in the beautiful alley of plane trees, recently extended on the extreme edge boat appeared, coming from the side of Como, and made unique signs.",C1
"This was not the case a hundred years ago, and that's fine.",A2
Textos praise the same role here on epistolary exchanges: they are a way to remember the passion,C1
But the fall of Neera Tanden announces the other harshest battles to come to the Senate,B2
"Passionate about the history of disappeared civilizations, she wants to be an archaeologist.",C1
"Thanks to a set -up, he finally began to take an interest in school.",B1
"A year ago, I decided not to eat meat anymore.",A2
"The count discovered me in the kind of retreat where I had taken refuge;He came to me, took me by the hand, and led me to Ellénore.",C2
I just went to consult a doctor because I couldn't sleep anymore.,B1
"The meaning of the texts, which merges with these two experiences, clearly appears to be inseparable from the pragmatic gap, voluntarily established, between the philosophical work and the ridiculous of a musical utterance.",C2
"His sisters were so enthusiastic about his project, they kissed him with such noisy joy that he took a few diamonds who still remained to hide, and wanted to leave immediately.",C1
"Homeexchange, the platform through which the family passed saw its requests for house exchange between individuals double this summer compared to last year.",B1
"Let him come back, if he dares it!",B1
"A party, his scepter in his hand, led, in Roman emperor, two couriers with long ears.",B2
"However, the Internet and social networks mobilize our full attention and do not allow to find this peace of mind.",C1
London is different from Paris.,A1
"Hunting is also linked to logging, the game trade offering lucrative possibilities.",B2
"I'm going to give him a book that I really like: ""Kurt and fish"", you know?",A2
I saw Christine and she told me that everything is fine for you.,A2
"So just in my personal area, so I set up for a hundred customers this evening",A2
"There is a lot to do in Paris, believe me.",A1
He wants to surprise them.,A2
"If I have an accident, my heart or my liver can be used.",B1
"The slogan ""100 % of our customers buy our products"" is a tautology.",C2
"To travel to Siberia, in Venice, around the world, wiping a storm in the Atlantic, or rebuilding a society on a desert island, it is enough that we open a book",C2
"As part of a research in urban sociolinguistics, taking an interest in young people in the journey of social and professional integration, evolving in training centers, we questioned the construction and heterogeneity of interactions in theFramework for data communication situations, as evidenced by the diversity of corpus collected.",C2
"After the fall of Napoleon, certain powerful characters in Milan had the Count Prina, former Minister of the King of Italy, and a man of the first merit in the streets.",C1
I don't like to draw.,A1
"At 40, he is worn out",B2
"Until this exceptional story that is migrations, the first novel by the Australian Charlotte McConaghy, on breathless lives.",C1
What sport do you do?,A1
I have two brothers,A1
"She bought a boat that Fabrice, the Marquise and she adorned with their hands, because we lacked money for everything, in the middle of the most splendid house;Since his disgrace the Marquis del Dongo had redoubled an aristocratic pomp.",C1
"A boy who fell from noon in Paris, with the kind audacity of an adventurer and, the next day, women's stories, a continual exploitation of the woman, the scandal of a flagrant offense, whose district was still talking;Then, the abrupt and inexplicable conquest of Mrs. Hédouin, who had brought her the happiness of the ladies.",C2
A noise that occurs in the stomach when you are hungry.,A2
A perfect season for witches,A1
He entered the bad room and surprised strangers.,B1
"This second later explanation seems to have the advantage for some to withdraw the Amerindians from the equation, which clogs its credibility as much",B2
Sometimes I sought to force my boredom;I took refuge in a deep taciturnity: we took this taciturnity for disdain.,C2
Have a good week and see you soon Lida!,A1
"But you can also imagine an ally or companion robot, even lover.",C2
It is a very complete job.,A1
"She told me what she had suffered while trying to move away from me;that sometimes she had hoped that I would discover her despite her efforts;How the slightest noise that struck his ears seemed to him to announce my arrival;What a disorder, what joy, what fear she had felt when she saw me again;By what distrust of herself, to reconcile the penchant of her heart with prudence, she had engaged in the distractions of the world, had sought the crowd which she was running away before.",C2
"So afterwards, we will clearly distinguish in debts: public, private, multilateral debts. Alright, because what debts are we talking about?",B2
"From there I contemplated Ellénore: she seemed slightly changed, she was pale than custom.",C2
"Know exactly what the weather will be, what will be the evenings where you will have to be dressed",B2
"I find that a reading as it helps a lot to learn to pronounce better, to know more vocabulary and in addition it is very fun.",B1
250 new talents will be on the job market by the end of the year.,B1
Did you hear this noise?,A2
"Digital communication offers the possibility of filling many existential, narcissistic and social needs, difficult to satisfy in ""real life"".",B2
The motorcycle was very unreliable when it started.,B2
"Depending on families, the evening can be animated by readings of horrifying tales or poem evoking Halloween.",B2
"After 13 years, the child's articulatory and phonatory system freezes, which explains that adults have so much trouble learning foreign languages",C2
"I would like to present a new colleague, Jacques Servat who arrives from Madrid where he has just spent five years in a large furnishings group as a sales team leader.",B1
"That said, the fact remains that between the egg and the sperm are observed most interesting secondary differences;The essential singularity of the egg is that it is loaded with materials intended to nourish and protect the embryo;It accumulates reservations at the expense of which the fetus will build its tissues, reserves which are not a living substance but an inert matter;It follows that it presents a massive, spherical or ellipsoidal form, and that it is relatively voluminous;We know what dimensions reaches the bird's egg;In women the ovum measures 0, 13 mm in diameter;While in human sperm there are 60,000 sperm per cube millimeter: the mass of the spermatozoon is extremely reduced, it has a threading tail, a small elongated head, no foreign substance increases it, it is entirely life;This structure dedicates it to mobility;Instead of the ovum, where the future of the fetus is collected, is a fixed element: locked in the female or suspended body in an external environment, it is passively awaiting fertilization;It is the male gamete that goes in search of it;The sperm is always a bare cell, the ovum is according to the species protected or not by a membrane;But in any case as soon as the sperm comes into contact with him, he jostles him, makes him oscillate, and infiltrates in him: the male gamete abandons his tail, his head swells and with a turning movement wins the nucleus;Meanwhile, the egg immediately forms a membrane that closes it to the other sperm.",C2
Can you help me?,A1
Your friendship supported me: without this friendship I cannot live.,C2
"It is a gray building, not very far from school and home.",A2
"The ""Visio"" will undoubtedly reduce the emotion of the reunion and the solemnity of the farewells.",C1
He was already midnight and a quarter when Pierre returned home.,B1
"However, an invincible shyness stopped me: all my speeches expired on my lips, or ended quite otherwise that I had projected it.",C2
Sixtine broke our balls on the project management forum.,B2
I'm 20 years old.,A1
"Worse, their companions can be seized with anxiety in front of their menopause, observes psychoanalyst Jacqueline Schaeffer.",C1
Health!,A1
"They live in front of a waitress, Penny, whose dream is to become an actress.",B1
"So, in a few months, Montana breeders and civil servants fell, with the agreement of the park, more than 1000 bison without even checking if they are carriers of Brucellose.",C1
You take a shower and go to bed.,A1
"He walked for a year and a day, feeding on fruit and roots.",B1
"It is this first heat wave that had decided in particular Greta Thunberg to sit with his sign in front of the Parliament of Stockholm, it was the beginning of the great mobilization of young people for the climate",B1
My little brother took the public bus to go play football with his friends.,A2
"I believe in the existence of a mammal, powerfully organized, belonging to the branch of vertebrates, such as whales, sperm whales or dolphins, and provided with a corneal defense whose penetration force is extreme.",C1
"Now to take things rigorously, man is just as determined to move under the influence of external causes as a stone which receives an impulse",C2
I am not very hungry.,A1
We can assert with certainty that this area was used as a cemetery between the last quarter of the 1st century and the first half of the 2nd century AD.,C1
We are always trying to oppose humans and machine.,B1
I saw them in front of the pharmacy,A2
School education to create links between subjects,C1
"Hello my friends, I bring together all those I like to celebrate the arrival of summer on June 21",A1
"At twenty, the prince was splendid beauty.",B1
So the Chocolate Fair is the event not to be missed,A2
"A cat, named Rodilardus, made rats such a collapse, which we almost saw no longer, as he had put in the burial.",C2
It has a very consistent style because it was built fairly quickly.,C1
"She does her homework then prepares dinner and finally, she watches a film before going to bed",B1
My sister's train arrives at 8:05 p.m.,A1
In a word: all my life.,A2
"Trap, it's still rap, it's just a little derivative",A2
The storage of radioactive waste has a great risk for the environment.,B2
"First of all, why not consider work as a single constraint since from its origin, this activity is designated as such",C2
This boom is linked to the implementation of tax measures favorable to parents.,C1
I have an appointment with the hairdresser.,A1
What are you eating for breakfast?,A1
"And at home, how is life?",A1
The destroyed fortunes are the chevrons of courtesans.,C2
Did you plan something?,B1
"Caterina is, according to tradition, the daughter of poor peasants.",B2
It is dramatic that they were amnesiac following the terrible accident occurred during laboratory tests.,C1
I waited for you 1 hour in front of the cinema in the cold,A2
"Ultimately, more than 300 professional recycling centers will collect this waste free of charge which will then be transported in treatment centers where they will follow the same circuit as household waste: destruction, depollution, then reuse in the manufacture of new electronic equipment.",B2
"To receive our announcements on your mailbox, register on the site of our temporary agency Adeki.fr.",B2
Pending retirement.,A2
You can bring a fruit juice.,A1
I am convinced that Robolution will profoundly change our economic system.,C2
He is very happy and he whistles.,A1
It was an empty and sad piece;to the leper walls of the walls were frayed with official posters debris,C1
"These environmental challenges, with international mobility that intensifies, migration of people and international trade in goods and services, show that the preservation of well-being is increasingly a global dimension.",C1
Language teaching in the French school is - how to say it politely,C2
"The week opened on Monday on the forecourt of the Trocadéro in Paris, by a symbolic event, in the presence of the assistants for people with disabilities to the mayor of Paris.",B1
This car looks like my car.,A1
"The most disturbing and scandalous is in mathematics: he exchanges his responses and practical work to all the boarding school for compensation, which explains the quantities of provisions and illegal objects which in his closet.",C1
"This company has just settled in the region, it will recruit!",B1
Death has froze the young man in a Christian posture.,C2
I go through Switzerland.,B1
"As in Judaism, he opposed the idea of a ""sanctified enjoyment"".",C2
"For him, to speak his mother tongue with his daughters is above all to transmit something about Danish culture.",B1
Do you have anything to declare ?,A1
I remind you of your appointments of tomorrow on Tuesday.,A1
"Each summer, we go to the chalet of my grandparents.",B1
A passenger can be held in a caliphon behind the pilot if the motorcycle is designed for.,C2
One moment please.,A1
"When the mystery is too impressive, we dare not disobey.",B1
We will proclaim our independence as soon as the armistice is signed.,B2
"It is good, this museum!",A1
Just a little bit.,A1
"However, the labor code stipulates that in order to be able to benefit from sabbatical leave, the employee must fulfill a double seniority condition of thirty-six months, consecutive or not, in the company and six years of previous professional activity",C1
He has several things to do tonight.,A2
I have lived with Gérarda with my daughter for two years.,A1
There is starting to be rain and wind.It's time to take out my coat and my umbrella!,A1
They are called new fathers.,B1
Do you want to come with me tomorrow night at the singer's concert?,A2
"She hears the lapping of waves, the cry of the children who play, the siren of a boat returning to the port.",B1
"It was almost the first time, because it does not smile very often.",B1
"At 40, he is worn out.",B1
"An old lady: this one is the Harco, over there, it is the cuckoo of Rennes",A2
"In parallel, the novels and science fiction films have presented robots, such as transformers for example, to superhuman powers.",C1
"In addition to training in pure computer languages, Sayna also requires learning a whole other form of code.",B2
"If these tests confirm the anomaly, a transfusion service doctor will contact and inform the donor, at the latest within ten days of the levy.",C1
"But yes, it makes me happy to go to Basel with you.",B1
"Suddenly, there was a howl, a cracking among the branches, and a little pink homuncle arrived towards us by pushing us.",C2
"In 2007, less than 8% of companies in companies were the subject of selective collection.A result much lower than that of household waste, which form the vast majority of the 2 million tonnes of electronic waste produced each year in France, according to the Environment and Energy Management Agency (ADEME).",B2
"In occasional, these are 15 innings maximum, the first team to win 8 rounds prevails.",B2
"Two artistic passions which allow him to access his first role in the cinema: that of a piano teacher in the film Goodbye the children, by Louis Malle.",C1
Do you see the castle there?,A1
It looks like there is a lot of work to do.,B1
"As he could not go out, he enveloped in his coat, lay down on the ground, and slept like the snakes.",A2
"This presupposes completely rethinking the class of course, since the course, the classic transmissive model must be done at home, so other activities are needed in class, activities that will indeed assume multiple choice, or possibly the'Use of voting boxes, workshops.",C2
"This notion essentially designated, and in a pragmatic way, a purely mechanical balance between the powers of the European continent, which was to prevent the appearance of any hegemony: when the balance was disturbed, the other states reconstituted it almost automatically in S 'Combining against the disruptor.",C2
"It's just a little infection, we're going to take care of you.",B1
"And forestry, almost lying on the sofa, a leg folded under him, the towel slipped into his vest so as not to healed his clothes, said 151 suddenly, with a convinced laugh of skeptic: ""Sacristi yes, we would payIf we were sure of the silence. Bigre de Bigre! The poor husbands! """,C2
"Over the back of returns to the back of the past life of the heroine, the chronic writer by touches the successive disappearance of several specimens.",C1
"The kids, dressed similarly to their dads, seemed inconvenienced by their new clothes (many even broke the first pair of boots of their existence that day), and we saw next to them, not blowing a word in the dressBlanche of her first communion extended for the occasion, some great little girl of fourteen or sixteen, their cousin or their older sister, no doubt, red, bewildered, fatty hair of ointment with rose, and being afraid to dirty her gloves.",C2
What a pity that no one wants to make speeches for their retirement next week.,B1
"Nine activists from the NGO, dressed in yellow or white, climbed, around 9 a.m., the tarmac mesh of the airport and deployed around a Boeing 777 plane from the Air France company, parked atFloor and without passenger on board.",C1
The children had gone into the wood of oaks to cut branches and have leaf crowns like Roman emperors.,B2
Corruption is felt at different levels: wages are so low that employees are tempted to accept bribes to approve operating plans that they have never seen.,B2
I was thirsty and I had a coffee,A2
"However, this familiar gesture recalls daily the unequal construction of the world initiated in the 15th century.",C1
How is your name written?,A1
I'm staying at home,A1
I walk my neighbor's dog who is on vacation.,A1
He doesn't let me watch television.,A1
"Well then seduced, do your odious technique work and lose your soul.",C1
"Sunday was particularly deadly with at least 18 dead in the ranks of demonstrators, according to the United Nations.",B2
"The pain threshold is around 120 dB, but the ear is vulnerable from the 90 dB threshold with a listening of several hours.",B2
"The North American tradition wants to be in the family to eat a stuffed turkey accompanied by a puree of potatoes, sweet potatoes, a cranberry jelly and a pumpkin pie",B2
Are you still a student?,A1
"With weather forecasts, you can know what time it will make in the evening, the next day or in the week",B1
The concept is simple: each household can deposit its device out of use against the purchase of a new one at the same distributor.,B2
I am disappointed that yesterday's meeting ends in this way.,B1
I cut your hair like that?,A1
Why does he not speak?,A1
"Several characteristics of ancient social relationships have been preserved - notably interdisciplinarity (here we will find contributions from economists, sociologists, political scientists, demographers) and multilingualism (the report is published in German, French and English,in order to open and internationalize the debate).",C1
My most subtle efforts were informed before the mutual bias of Georges' father.,C2
The restaurant is on your left,A1
"Halfway through, he often has to turn around",B2
"Soon, it will be the turn of companies to benefit from such a possibility, which should make it possible to collect and recycle nearly 70,000 tonnes of professional waste.",B2
"In the meantime, to replace it, I present our new cook to you.",B1
"Vegetarian pepper, which is also called vegetable spice, is a must in West Indian cuisine",C1
December 24 is New Years Eve,B2
"He also built a beautiful veranda containing a library, to enjoy the sun and a view of the garden",B1
"The craze for vegetable gardens is part of the movement of the development of food autonomy, a movement accentuated by this crisis in the coronavirus.",B2
When I saw him my heart began to beat very hard.,B1
"What can be a problem in these little booklets, which is rather attractive to that only 23, 4 % of their holders arrive at the end?",C2
The master and the dog must know each other well but also and above all understand each other.,B1
"When I got up this morning, I had a horrible stomach ache.",B1
"This is the analysis of the Federal Union of Consumers who asked, Tuesday, August 9, by revealing a synthesis on the subject a deep inflection in the management of the resources available",C2
"I do not believe that people should be prohibited from returning if it is their will, but they should have accommodation elsewhere in case",B1
The production disappeared almost completely in France.,B2
I'm lucky to have seen the show more than 500 times,A2
You saw my sisters,A1
"The day after his 50th anniversary, he was diagnosed with terminal lung cancer with an estimated life expectancy at two years.",C1
"With the fight against separatism, an obstacle and repressive strategy against radical Islam is implemented.",C1
"And when they start to remove the floor of the dining room, they discover coagulated blood.",B2
He order you to leave immediately!,A2
"Would be - what life seems all the more real since all the illusions disappear, as the peaks of the rocks take shape better in the horizon when the clouds dissipate?",C2
A fringe of the population is excluded and suffers both from the material conditions to which it is reduced as from the look of it.,C2
The author wishes to encourage women to get involved in mathematics.,B2
"I run in my room, and I hurry to dress and make up, then I will take the metro",A2
I will never speak like that of my father.,A2
We thought and we chose a candy,A2
"Despite the rise in obesity problems, the absolute priority of FAO remains the fight against hunger, because 840 million people continue to suffer chronically undernourish.",C1
"A vision that joins that of D. Méda: she also calls for disenchanter work, that is to say to put her place into perspective in our societies for the benefit of social and political activities, which develop autonomy and cooperation.",C2
The students would have been sitting on a bench waiting.,B2
"When you were little, you learned to walk.",A2
"But in the end, sir, what reason do you have to hate Montfleury?",B1
"In the past, flora and fauna everywhere, but now our cities are only concrete blocks.",B2
"The parish priest himself had had this language;Now she was the object of her contempt;His knowledge of this kind was limited to reciting, by heart, the prayers of his missal, of which he could make sense to his flock.",C2
A dog like Djengo is educated (or erected) to accompany a blind person or who does not see and to help him in his daily trips.,B1
"Rap is more for me ""boom bap"", a little what was done before",A2
I remember a summer during which we had moved a lot in caravan,C2
"My husband's parents live far from home, but my parents have a house a few kilometers from ours",A1
The opening will take place on June 22 at the Calande gallery.,B2
"For me, doctors and nurses are heroes without costume.",A2
"And will we go and eat a waffle right after, that tells you?",A1
"It is recognized useful for working adults, especially for doctors, reporters, those who have to travel, or even in the event of a glitch, breakdown on the highway, accident.",B2
My wife told me you are very nice.,A2
"I got what I wanted, I am satisfied.",A2
"An immotivated crime, what embarrassment for the police",C2
Do not swallow.,A2
"They said that: ""But, in fact, I was wrong"".",A2
Did you hear what the teacher said before?,A2
You are therefore in the writing of an inter specialist in environmental issues and we are now celebrating the thirty of the Littoral Conservatory.,C1
"While humans chatted, Mimi the poodle, Fido the German Shepherd and I, we gave ourselves the news in the neighborhood and we sniff new arrivals",C1
"To be naturalized, you must constitute a file and fulfill certain conditions.",B2
Departure is the only horizon offered to those who seek the thousand writers where fate hides the solutions of its thousand errors.,C1
"When he receives this declaration, he will see that you are sincere and he will realize that you really like him.",B1
"During the 1970s and 1980s, several environmentalist groups from industrialized countries in Western and North America organized campaigns against hunting for whales and seals.",C1
"These cheeses are in a way a guarantee for the well-being of cows and goats, and for the preservation of the terroir.",B2
What do you think ?,A1
"In fact, my mother prefers to clean up alone because I break everything.",A2
"Well, why not?",A2
"He didn't know anything, except that she gathered to Maubeuge.",B2
Gradually pour the flour into the egg-sucking mixture to avoid lumps,C1
"Fabrice threw himself after her to save her, and both were trained far enough.",C1
"Tonight, I went shopping for our picnic of tomorrow: we are going to hike on the largest volcano on the island.",A2
The corgi looks like a small fox.,A2
We had to listen to our parents,A2
We benefit from sufficient financial means and justify the reasons for their stay,C1
Instinctively I looked at my watch: two in the morning.,C1
"The ten minutes, twenty people are allowed to climb the spiral staircase",C2
You shouldn't take the same sweater as your father.,B1
I knew that I had been sitting for too long.,B1
Brussels is entitled to defend the policies it conducts.,B1
What he likes above all is DIY.,A2
There has not been rain since our arrival.,B1
"Reproaching the administrative authorities the absence of long -term forest policy, they take advantage of the duration of their permit to exploit without discernment everything that can be sold in order to increase their beneficiary margins.",B2
I liked the film,A2
"Thursday, we go to the restaurant for my sister's birthday.",A2
The winds did not calm down until the early hours of the morning.,A2
And all the Nathalie land that have been acquired by the Conservatory are actually open to the public.,C1
"To increase their competitiveness, the multinationals which control, for example, the global coffee and banana markets, constantly draw purchasing prices down.",C1
"At the end of the morning, the heterogeneous stranding, the sisters exacerbated from corruption, the monstrous sodomies of the host and the victim, the insurmountable colti of prejudice and foolishness, prostitutions, hypocrisies, lubricités, betrayals, lies, false, concussion - shortness of breath insufficient cowardice, enthusiasm without ahan with supernumerary push, lawyers, hysteries, perversions, arlequinades of misery, cripples, pruritics, urticaria,lukewarm hammocks of degeneration.Here the parade of the laughables and scrofulaous bubons, the very strange microbes pulp, the well -known Alexitère poisons, the sanies of very ancient wounds, the unpredictable fermentations of putrescible species.",C2
"Yes, I received it yesterday.",B1
"I'm happy, I'll see Amélie",A1
"There is the water that is consumed in full awareness, seeing it flow and the one that long consumes, even that we spoil without knowing it, it is called ""virtual water""",B1
"This code, if we judged by the sudden stubbornness that it put not to want to make certain commissions that we gave it, seemed to have provided social complexities and worldly refinements such as nothing in the entourage of Françoise andIn his life as a village servant could not suggest them;And we were forced to say that there was in it a very old, noble and poorly understood French past, as in these manufacturing cities where old hotels testify that there was once a courtyard, and whereThe workers of a chemical product factory work in the middle of delicate sculptures which represent the miracle of Saint Théophile or the four sons Aymon.",C2
His ultra-monarchical remarks irritated the populations that we wanted to plunge into sleep and carelessness.,C1
Don't you have a pen?,A1
"Boom here, we arrive, we want to cycle with the family and we have the holidays.",B1
We knew very well that being so financially just was not normal.,B2
"Seeing it, you understand better.",B1
"He had held it severely locked up, cloistered, ignored and ignorant of human things.",C1
Everything is going well thank you.,A1
In Sami!,A1
"Yesterday, due to violent thunderstorms, villagers were deprived of electricity.",B2
"Here again, continuity: of all possible choices, tolerance constitutes, whatever the year, the value or quality most often chosen by surveys, comments the research manager at the National Foundation of Political Science.",B2
"They would have liked this vacation never to end, but they come back from memories in their heads",B2
"Server: Good evening, madam, what can I help you?",A2
There is a lot of disorder in the apartment.,A1
Just stay in the Lirva cabin for 30 minutes to be able to manage in all situations of daily life and in the language of your choice.,A1
"This network of places is deployed on a European scale, not without meeting linguistic barriers (German) or borders difficult to cross from France).",C1
"Say, the weather is nice right now!Summer is no longer very far.",B1
I love you.,A1
His accent is so natural that it was no problem.,B1
"Since 2006, French individuals can recycle waste from electrical and electronic equipment thanks to recovery one for one.",B2
"After long efforts, he managed to be loved;And since he had not hidden my setbacks and sorrows, he thought he had to communicate his successes to me: nothing was equaling his transport and the excess of his joy.",C2
He plays in the garden with a ball.,A1
